Location,Activity,Budget Level,Interest Categories,Travelling with whom
Ella,Dhowa Rock Temple,low,"spiritual & religious, culture & heritage",friends
Ella,Dhowa Rock Temple,medium,"spiritual & religious, education & learning",family
Ella,Dhowa Rock Temple,high,"culture & heritage, education & learning, spiritual & religious",friends
Ella,Dhowa Rock Temple,high,"spiritual & religious, education & learning",family
Ella,Dhowa Rock Temple,high,"culture & heritage, spiritual & religious, education & learning",solo
Ella,Dhowa Rock Temple,high,"culture & heritage, spiritual & religious, education & learning",solo
Ella,Dhowa Rock Temple,high,"culture & heritage, spiritual & religious, education & learning",family
Ella,Dhowa Rock Temple,medium,"culture & heritage, education & learning, spiritual & religious",family
Galle,Galle Fort,medium,"photography & arts, culture & heritage, education & learning",friends
Galle,Galle Fort,medium,"education & learning, photography & arts, culture & heritage",partner
Galle,Galle Fort,medium,"photography & arts, education & learning, culture & heritage",partner
Galle,Galle Fort,high,"culture & heritage, photography & arts",family
Galle,Galle Fort,medium,"photography & arts, education & learning",friends
Galle,Galle Fort,medium,"photography & arts, education & learning",partner
Galle,Galle Fort,low,"photography & arts, culture & heritage, education & learning",family
Galle,Galle Fort,low,"photography & arts, education & learning, culture & heritage",partner
Galle,Galle Fort,high,"culture & heritage, education & learning, photography & arts",family
Galle,Galle Fort,high,"culture & heritage, photography & arts",family
Galle,Galle Fort,medium,"photography & arts, culture & heritage, education & learning",family
Galle,Galle Fort,low,"photography & arts, education & learning, culture & heritage",family
Galle,Galle Fort,medium,"culture & heritage, photography & arts",solo
Galle,Galle Fort,medium,"education & learning, photography & arts",solo
Galle,Galle Fort,high,"culture & heritage, photography & arts",solo
Galle,Galle Lighthouse,high,"culture & heritage, photography & arts, nature & wildlife",friends
Galle,Galle Lighthouse,low,"nature & wildlife, photography & arts, culture & heritage",friends
Galle,Galle Lighthouse,medium,"culture & heritage, nature & wildlife",partner
Galle,Galle Lighthouse,high,"culture & heritage, nature & wildlife, photography & arts",partner
Galle,Galle Lighthouse,medium,"culture & heritage, nature & wildlife, photography & arts",solo
Galle,Galle Lighthouse,high,"nature & wildlife, culture & heritage, photography & arts",family
Galle,Galle Lighthouse,medium,"photography & arts, culture & heritage, nature & wildlife",friends
Galle,Galle Lighthouse,low,"nature & wildlife, photography & arts, culture & heritage",family
Galle,Galle Lighthouse,medium,"nature & wildlife, culture & heritage",partner
Galle,Galle Lighthouse,medium,"photography & arts, culture & heritage, nature & wildlife",friends
Galle,Galle Lighthouse,low,"photography & arts, nature & wildlife",family
Galle,Galle Lighthouse,low,"culture & heritage, photography & arts",friends
Galle,Galle Lighthouse,high,"culture & heritage, nature & wildlife",partner
Galle,Galle Lighthouse,low,"nature & wildlife, photography & arts, culture & heritage",family
Galle,Galle Lighthouse,low,"photography & arts, culture & heritage",family
Galle,Dutch Reformed Church,high,"photography & arts, culture & heritage",partner
Galle,Dutch Reformed Church,medium,"spiritual & religious, culture & heritage, photography & arts",family
Galle,Dutch Reformed Church,medium,"spiritual & religious, culture & heritage, photography & arts",solo
Galle,Dutch Reformed Church,high,"spiritual & religious, photography & arts, culture & heritage",family
Galle,Dutch Reformed Church,high,"culture & heritage, photography & arts, spiritual & religious",partner
Galle,Dutch Reformed Church,high,"culture & heritage, photography & arts, spiritual & religious",solo
Galle,Dutch Reformed Church,low,"spiritual & religious, photography & arts",solo
Galle,Dutch Reformed Church,medium,"culture & heritage, photography & arts",partner
Galle,Dutch Reformed Church,high,"spiritual & religious, photography & arts, culture & heritage",friends
Galle,Dutch Reformed Church,medium,"spiritual & religious, culture & heritage, photography & arts",partner
Galle,Dutch Reformed Church,medium,"photography & arts, spiritual & religious, culture & heritage",friends
Galle,Dutch Reformed Church,low,"spiritual & religious, culture & heritage",family
Galle,Dutch Reformed Church,high,"spiritual & religious, photography & arts, culture & heritage",solo
Galle,Dutch Reformed Church,low,"photography & arts, culture & heritage",family
Galle,Dutch Reformed Church,low,"photography & arts, culture & heritage",friends
Galle,National Maritime Museum,low,"photography & arts, education & learning, culture & heritage",friends
Galle,National Maritime Museum,high,"education & learning, culture & heritage",family
Galle,National Maritime Museum,high,"education & learning, photography & arts",solo
Galle,National Maritime Museum,high,"education & learning, culture & heritage, photography & arts",partner
Galle,National Maritime Museum,low,"photography & arts, education & learning, culture & heritage",partner
Galle,National Maritime Museum,low,"photography & arts, education & learning",friends
Galle,National Maritime Museum,medium,"photography & arts, education & learning, culture & heritage",friends
Galle,National Maritime Museum,high,"photography & arts, culture & heritage, education & learning",solo
Galle,National Maritime Museum,medium,"education & learning, photography & arts, culture & heritage",friends
Galle,National Maritime Museum,medium,"education & learning, culture & heritage, photography & arts",family
Galle,National Maritime Museum,high,"education & learning, culture & heritage, photography & arts",partner
Galle,National Maritime Museum,medium,"photography & arts, education & learning",partner
Galle,National Maritime Museum,low,"culture & heritage, photography & arts",partner
Galle,National Maritime Museum,high,"education & learning, culture & heritage, photography & arts",friends
Galle,National Maritime Museum,high,"photography & arts, education & learning",partner
Galle,Unawatuna Beach,low,"wellness & relaxation, photography & arts",family
Galle,Unawatuna Beach,high,"wellness & relaxation, beach & water activities, photography & arts",partner
Galle,Unawatuna Beach,high,"beach & water activities, photography & arts",solo
Galle,Unawatuna Beach,low,"wellness & relaxation, beach & water activities",solo
Galle,Unawatuna Beach,high,"photography & arts, wellness & relaxation, beach & water activities",friends
Galle,Unawatuna Beach,high,"beach & water activities, wellness & relaxation, photography & arts",family
Galle,Unawatuna Beach,high,"beach & water activities, wellness & relaxation",solo
Galle,Unawatuna Beach,low,"beach & water activities, wellness & relaxation, photography & arts",friends
Galle,Unawatuna Beach,medium,"photography & arts, beach & water activities",solo
Galle,Unawatuna Beach,medium,"photography & arts, wellness & relaxation, beach & water activities",friends
Galle,Unawatuna Beach,low,"wellness & relaxation, photography & arts",partner
Galle,Unawatuna Beach,low,"beach & water activities, wellness & relaxation",solo
Galle,Unawatuna Beach,low,"beach & water activities, wellness & relaxation",friends
Galle,Unawatuna Beach,high,"photography & arts, beach & water activities, wellness & relaxation",solo
Galle,Unawatuna Beach,low,"wellness & relaxation, beach & water activities",friends
Galle,Meeran Mosque,high,"spiritual & religious, photography & arts",friends
Galle,Meeran Mosque,high,"photography & arts, spiritual & religious, culture & heritage",friends
Galle,Meeran Mosque,high,"culture & heritage, photography & arts, spiritual & religious",friends
Galle,Meeran Mosque,high,"photography & arts, culture & heritage, spiritual & religious",family
Galle,Meeran Mosque,low,"photography & arts, spiritual & religious",partner
Galle,Meeran Mosque,high,"photography & arts, spiritual & religious",family
Galle,Meeran Mosque,low,"spiritual & religious, culture & heritage",partner
Galle,Meeran Mosque,low,"photography & arts, culture & heritage, spiritual & religious",partner
Galle,Meeran Mosque,high,"spiritual & religious, photography & arts, culture & heritage",family
Galle,Meeran Mosque,high,"culture & heritage, photography & arts, spiritual & religious",friends
Galle,Meeran Mosque,low,"culture & heritage, photography & arts",friends
Galle,Meeran Mosque,high,"culture & heritage, spiritual & religious",solo
Galle,Meeran Mosque,high,"spiritual & religious, photography & arts, culture & heritage",family
Galle,Meeran Mosque,medium,"spiritual & religious, culture & heritage, photography & arts",partner
Galle,Meeran Mosque,low,"culture & heritage, photography & arts",solo
Galle,Historical Mansion Museum,low,"photography & arts, education & learning",family
Galle,Historical Mansion Museum,high,"education & learning, photography & arts",family
Galle,Historical Mansion Museum,medium,"education & learning, photography & arts",partner
Galle,Historical Mansion Museum,high,"education & learning, photography & arts, culture & heritage",family
Galle,Historical Mansion Museum,medium,"culture & heritage, photography & arts, education & learning",family
Galle,Historical Mansion Museum,low,"education & learning, photography & arts, culture & heritage",solo
Galle,Historical Mansion Museum,high,"photography & arts, education & learning",family
Galle,Historical Mansion Museum,high,"education & learning, culture & heritage, photography & arts",family
Galle,Historical Mansion Museum,low,"culture & heritage, education & learning",family
Galle,Historical Mansion Museum,medium,"culture & heritage, education & learning, photography & arts",solo
Galle,Historical Mansion Museum,high,"photography & arts, culture & heritage",friends
Galle,Historical Mansion Museum,low,"photography & arts, culture & heritage",family
Galle,Historical Mansion Museum,high,"photography & arts, culture & heritage",solo
Galle,Historical Mansion Museum,medium,"culture & heritage, photography & arts, education & learning",friends
Galle,Historical Mansion Museum,medium,"photography & arts, education & learning, culture & heritage",family
Galle,Day Excursion to Mirissa to see whales and dolphins,medium,"nature & wildlife, adventure & sports",solo
Galle,Day Excursion to Mirissa to see whales and dolphins,high,"photography & arts, nature & wildlife, adventure & sports",family
Galle,Day Excursion to Mirissa to see whales and dolphins,low,"adventure & sports, nature & wildlife, photography & arts",partner
Galle,Day Excursion to Mirissa to see whales and dolphins,low,"photography & arts, adventure & sports, nature & wildlife",partner
Galle,Day Excursion to Mirissa to see whales and dolphins,medium,"nature & wildlife, photography & arts, adventure & sports",solo
Galle,Day Excursion to Mirissa to see whales and dolphins,low,"photography & arts, nature & wildlife",friends
Galle,Day Excursion to Mirissa to see whales and dolphins,low,"nature & wildlife, adventure & sports, photography & arts",family
Galle,Day Excursion to Mirissa to see whales and dolphins,medium,"nature & wildlife, adventure & sports",family
Galle,Day Excursion to Mirissa to see whales and dolphins,high,"photography & arts, adventure & sports",solo
Galle,Day Excursion to Mirissa to see whales and dolphins,low,"photography & arts, nature & wildlife",partner
Galle,Day Excursion to Mirissa to see whales and dolphins,low,"photography & arts, nature & wildlife, adventure & sports",partner
Galle,Day Excursion to Mirissa to see whales and dolphins,medium,"photography & arts, adventure & sports, nature & wildlife",friends
Galle,Day Excursion to Mirissa to see whales and dolphins,high,"nature & wildlife, photography & arts",partner
Galle,Day Excursion to Mirissa to see whales and dolphins,low,"nature & wildlife, adventure & sports",partner
Galle,Day Excursion to Mirissa to see whales and dolphins,low,"nature & wildlife, adventure & sports",partner
Galle,"Day Excursion to Bentota. Engage in water sports, snorkeling, etc",medium,"photography & arts, adventure & sports",partner
Galle,"Day Excursion to Bentota. Engage in water sports, snorkeling, etc",high,"photography & arts, adventure & sports",friends
Galle,"Day Excursion to Bentota. Engage in water sports, snorkeling, etc",low,"photography & arts, adventure & sports, beach & water activities",partner
